global_step,episode,ep_step,reward,d_obs,w,r_track,r_obs,r_manip,r_energy,r_collision,collision_penalty,critic_loss,actor_rl_loss,physics_loss,actor_loss,alpha
0,0,0,-8.392872108284738,0.045584046121052185,0.0025104968955397514,-0.584994111762291,-2.720797693947391,-0.5986876330872988,-4.456152022678897,-0.03224064680886076,0.03224064680886076,,,,,
1,0,1,-8.739668953631242,-0.003235181088554001,0.0045219178901116696,-0.5371328801135452,-5.1617590544277,-0.5398597942506693,-2.489569493600904,-0.011347731238423461,0.011347731238423461,,,,,
2,1,0,-3.998613967062512,0.25727153536527525,0.0025257440738510654,-0.5842972787616755,0.0,-0.598082373237643,-2.791441462725477,-0.024792852337716595,0.024792852337716595,,,,,
3,1,1,-7.259024214888584,0.22211438014931859,0.004671819034565862,-0.5311276248069245,0.0,-0.5365992741764648,-6.176413473474593,-0.014883842430601566,0.014883842430601566,,,,,
4,1,2,-4.499111191740164,0.20192411219484627,0.006310718867887957,-0.485551708612856,0.0,-0.506534723573846,-3.4997301537271874,-0.007294605826274519,0.007294605826274519,,,,,
5,1,3,-2.0293106563007735,0.18787697625709995,0.00803006193202659,-0.44298969595005727,0.0,-0.48244385141847534,-1.0992663489047785,-0.004610760027462383,0.004610760027462383,,,,,
6,1,4,-1.4275148079241011,0.18117161028206638,0.009783910572099291,-0.40368191811365334,0.0,-0.4626913817460553,-0.5581973344488266,-0.0029441736155659606,0.0029441736155659606,,,,,
7,1,5,-1.0387238803019727,0.17695444205173846,0.011478438694114333,-0.367829110008991,0.0,-0.44671977835269905,-0.22224897582365097,-0.001926016116631635,0.001926016116631635,,,,,
8,1,6,-1.6903517359113183,0.17186113434689423,0.012935104971091935,-0.33614848687543614,0.0,-0.4347733042091837,-0.9171502389927274,-0.002279705833970915,0.002279705833970915,,,,,
9,1,7,-1.1438677458614133,0.16731832893041096,0.014250227018629888,-0.306506942316509,0.0,-0.42509122694039175,-0.4054052240267253,-0.006864352577787171,0.006864352577787171,,,,,
10,1,8,-1.1192198218375844,0.15894547887135388,0.015489218175534636,-0.2787299127068698,0.0,-0.41675465397245576,-0.41931332469354693,-0.004421930464711936,0.004421930464711936,,,,,
11,1,9,-1.2966216162882354,0.15070109446996902,0.016482888082740663,-0.2530640951173589,0.0,-0.41053718549765245,-0.6307200261699888,-0.0023003095032353292,0.0023003095032353292,,,,,
12,1,10,-1.3395744595008443,0.14565972453248002,0.01717854205599095,-0.22909718513844607,0.0,-0.40640360184279234,-0.7032101983361793,-0.000863474183426677,0.000863474183426677,,,,,
13,1,11,-0.964073377238011,0.13713197159294438,0.01752788062354109,-0.20680726610437952,0.0,-0.40439054369913374,-0.3527720923877225,-0.0001034750467752522,0.0001034750467752522,,,,,
14,1,12,-1.2179354223871948,0.12925099678067536,0.017439369532024775,-0.1862780382362338,0.0,-0.40489676719628936,-0.6267605035851185,-1.1336955312370352e-07,1.1336955312370352e-07,,,,,
15,1,13,-0.9799957058282647,0.12108024743093287,0.01737604144480299,-0.16793531341136012,0.0,-0.40526054012069984,-0.4067997389266516,-1.1336955312343259e-07,1.1336955312343259e-07,,,,,
16,1,14,-0.9511512679793451,0.11122719921764043,0.017486280561318332,-0.15217924927452753,0.0,-0.40462814873855896,-0.3943437565967055,-1.1336955312350373e-07,1.1336955312350373e-07,,,,,
17,1,15,-0.9817757464049067,0.1053824186909463,0.01684557696285365,-0.13916838691362052,0.0,-0.4083607790426161,-0.4342464033087434,-1.7713992675560686e-07,1.7713992675560686e-07,,,,,
18,1,16,-1.5383887090788486,0.10547783931914317,0.014546538157011983,-0.12900247273858484,0.0,-0.4230333498511164,-0.986352773156861,-1.1333228655079669e-07,1.1333228655079669e-07,,,,,
19,1,17,-1.8243819180023317,0.10276920634156134,0.012123693799500694,-0.12004643312857352,0.0,-0.44125110961268965,-1.2630842618915155,-1.1336955312368858e-07,1.1336955312368858e-07,,,,,
20,1,18,-1.3880124841770323,0.09786081932370483,0.009605759908866356,-0.11736667168385238,-0.10695903381475885,-0.4645288271137109,-0.6991577744247834,-1.771399267555345e-07,1.771399267555345e-07,,,,,
21,1,19,-2.9896114640131235,0.1016107644810462,0.0037833933618388886,-0.11129774151831355,0.0,-0.5576869679221009,-2.3206266412031558,-1.1336955312370983e-07,1.1336955312370983e-07,,,,,
22,1,20,-4.026002241136686,0.12114908900513432,0.02151728902991433,-0.10628954841835259,0.0,-0.38388520528941994,-3.53582737405936,-1.1336955312362478e-07,1.1336955312362478e-07,,,,,
23,1,21,-5.1195952996742236,0.11155932247368355,0.02354247103233193,-0.08588485471152646,0.0,-0.3748906735499588,-4.658819594272812,-1.771399267554135e-07,1.771399267554135e-07,,,,,
24,1,22,-3.0414625137532436,0.11257412190339869,0.02648634106246472,-0.07304447344161877,0.0,-0.3631088355878975,-2.6053090913914407,-1.1333228655077635e-07,1.1333228655077635e-07,,,,,
25,1,23,-2.092322300221215,0.11753992051446627,0.02944760477002895,-0.06493898217337236,0.0,-0.3525108746236747,-1.6748723300546147,-1.1336955312353206e-07,1.1336955312353206e-07,,,,,
26,1,24,-2.220736489893269,0.12347845491587367,0.031681990415460874,-0.05942456270263407,0.0,-0.3451975322063359,-1.8161142816231615,-1.133611378248415e-07,1.133611378248415e-07,,,,,
27,1,25,-2.3634028210573783,0.12985801821308143,0.03365959225982953,-0.05476508574380316,0.0,-0.33914274950139195,-1.9694948724510455,-1.1336113782488314e-07,1.1336113782488314e-07,,,,,
28,1,26,-2.3135808031055136,0.13675711694771234,0.03571781085450281,-0.0506661095708078,0.0,-0.333207781427539,-1.9297067349222041,-1.7718496278663765e-07,1.7718496278663765e-07,,,,,
29,1,27,-2.2961298851960072,0.1397642484896156,0.037198122681966816,-0.04686218532346294,0.0,-0.32914701017992354,-1.9201205762942448,-1.1339837618342718e-07,1.1339837618342718e-07,,,,,
30,1,28,-0.8287398632691335,0.14024608475148342,0.03810121432918484,-0.045080247812543196,0.0,-0.3267482879662076,-0.456911150350456,-1.7713992675560848e-07,1.7713992675560848e-07,,,,,
31,1,29,-1.0737615904949795,0.1419164454874688,0.037934606302941515,-0.04155145503295028,0.0,-0.3271865127640461,-0.70502350932843,-1.1336955312343801e-07,1.1336955312343801e-07,,,,,
32,1,30,-1.2684886510078224,0.14346336802447135,0.03813423257521147,-0.04153233334995733,0.0,-0.3266616684650785,-0.9002944721110887,-1.7708169773549735e-07,1.7708169773549735e-07,,,,,
33,1,31,-1.007135102310074,0.1444470749519486,0.03926138276559005,-0.04103918958647654,0.0,-0.32374884000348503,-0.6423469593505594,-1.133695531235994e-07,1.133695531235994e-07,,,,,
34,1,32,-0.6366891900270875,0.1476989200773314,0.03822187427949726,-0.038111548758133586,0.0,-0.32643211394524624,-0.27214541399142106,-1.1333228655070193e-07,1.1333228655070193e-07,,,,,
35,1,33,-1.0495590552982674,0.15022444289974798,0.038252004434970226,-0.03913481731203188,0.0,-0.32635331744747886,-0.684070743353794,-1.77184962786752e-07,1.77184962786752e-07,,,,,
36,1,34,-0.7134307038311717,0.15110867799357783,0.03669250833859243,-0.03569962346574509,0.0,-0.330515542407454,-0.34721542462568605,-1.1333228655093926e-07,1.1333228655093926e-07,,,,,
37,1,35,-0.6857542944047976,0.15275898800638513,0.03584625196021379,-0.032823434004986954,0.0,-0.33284883687040245,-0.3200818463444454,-1.7718496278656449e-07,1.7718496278656449e-07,,,,,
38,1,36,-0.7081482040609882,0.15541204193318917,0.03656658874551924,-0.034231969711216025,0.0,-0.3308592984309982,-0.34305675879199626,-1.7712677785148499e-07,1.7712677785148499e-07,,,,,
39,1,37,-0.7048289088438853,0.15316657150561566,0.03525670161588309,-0.030016126816691392,0.0,-0.3345071288031386,-0.3403054759875356,-1.7723651963588483e-07,1.7723651963588483e-07,,,,,
40,1,38,-1.8475077121091903,0.15380343944938227,0.03470599214889587,-0.029749287425546354,0.0,-0.3360814109478271,-1.4816769003662638,-1.1336955312372405e-07,1.1336955312372405e-07,,,,,
41,1,39,-1.118039167830915,0.15651857081368895,0.03511063269618022,-0.030104523067042515,0.0,-0.3349222787570827,-0.753012188821827,-1.7718496278657836e-07,1.7718496278657836e-07,,,,,
42,1,40,-1.310589769328374,0.1597092451794808,0.035188900901425325,-0.028406313305667955,0.0,-0.3346996143753054,-0.9474836645074739,-1.7713992675537128e-07,1.7713992675537128e-07,,,,,
43,1,41,-1.5982047028616522,0.16303852331575244,0.036186184281147636,-0.030047275015302494,0.0,-0.33190502482148543,-1.2362522258399016,-1.77184962786596e-07,1.77184962786596e-07,,,,,
44,1,42,-0.43215707706466905,0.16479434398731937,0.035620847596237404,-0.02779920094684301,0.0,-0.33347961328353326,-0.07087808569436596,-1.7713992675537247e-07,1.7713992675537247e-07,,,,,
45,1,43,-1.7198860945627545,0.16544125127140433,0.03684758969125841,-0.028896509475572738,0.0,-0.33009379326868094,-1.360895614691723,-1.7712677785070823e-07,1.7712677785070823e-07,,,,,
46,1,44,-1.156065177660425,0.1659684831969588,0.036635960639640724,-0.025065497081111016,0.0,-0.3306697694591784,-0.8003297977589976,-1.133611378247474e-07,1.133611378247474e-07,,,,,
47,1,45,-1.6327517268293745,0.1676469895773741,0.03721114251809492,-0.028611770069014917,0.0,-0.3291120159187026,-1.2750278274805191,-1.1336113782473189e-07,1.1336113782473189e-07,,,,,
48,1,46,-1.5752421034698885,0.16905051476949598,0.0364508775214529,-0.031366261780225196,0.0,-0.3311762312349158,-1.2126994333730496,-1.7708169773555747e-07,1.7708169773555747e-07,,,,,
49,1,47,-0.6397124951101789,0.1715309572529012,0.03701320801192723,-0.027493069713234047,0.0,-0.329645343972481,-0.2825739043427661,-1.7708169773532744e-07,1.7708169773532744e-07,,,,,
50,1,48,-1.1770028261357544,0.1685217589976453,0.03702564030187701,-0.024001278149201742,0.0,-0.3296117617260596,-0.8233896728909399,-1.1336955312378192e-07,1.1336955312378192e-07,,,,,
51,1,49,-1.5102770482000625,0.165885024047532,0.03772828179959303,-0.023671386911270405,0.0,-0.3277318780448341,-1.15887360611718,-1.7712677785172054e-07,1.7712677785172054e-07,,,,,
52,1,50,-0.8884848769685257,0.1655370844088788,0.03858362995718745,-0.028802343204268412,0.0,-0.3254901269446731,-0.5341922934872977,-1.1333228655093511e-07,1.1333228655093511e-07,,,,,
53,1,51,-1.888974364276906,0.16568183962074087,0.03768400630567551,-0.027201371533135947,0.0,-0.32784929743608454,-1.5339235182259876,-1.770816977361297e-07,1.770816977361297e-07,,,,,
54,1,52,-0.6634094029317236,0.16824389280137772,0.037597201081129475,-0.02715693712490618,0.0,-0.3280799073317811,-0.3081724451427498,-1.1333228655047789e-07,1.1333228655047789e-07,,,,,
55,1,53,-0.6518466071221704,0.16790233218573217,0.036984066545998555,-0.02509433404483585,0.0,-0.32972410546739894,-0.2970279904831577,-1.7712677785159097e-07,1.7712677785159097e-07,,,,,
56,1,54,-1.7197024374314402,0.17319851802889438,0.03663921839530635,-0.028396768649315004,0.0,-0.33066087786233833,-1.3606446137348243,-1.771849627869294e-07,1.771849627869294e-07,,,,,
57,1,55,-2.1709964144878677,0.17355413874727102,0.035925637157986204,-0.026293488760182022,0.0,-0.332627627650394,-1.812075184745005,-1.1333228655100464e-07,1.1333228655100464e-07,,,,,
58,1,56,-0.6525521045840917,0.1693511950605587,0.03609585847061152,-0.023313894108667528,0.0,-0.33215494404047713,-0.297083153036571,-1.1339837618319711e-07,1.1339837618319711e-07,,,,,
59,1,57,-0.9134509435709015,0.16562712450008774,0.036111814866350705,-0.02053689804725293,0.0,-0.33211074941872765,-0.5608031827437832,-1.1336113782471761e-07,1.1336113782471761e-07,,,,,
60,1,58,-1.7679833302248038,0.1637055219485314,0.03740338594010757,-0.024480993424010576,0.0,-0.3285967310311501,-1.414905492371267,-1.1339837618377667e-07,1.1339837618377667e-07,,,,,
61,1,59,-0.6919280688969378,0.1662808744857391,0.03658286092737646,-0.020464757215466093,0.0,-0.3308148094093907,-0.3406483251321544,-1.771399267557367e-07,1.771399267557367e-07,,,,,
62,1,60,-0.8105611968395902,0.16270936956114326,0.03671546228476284,-0.018124788413012974,0.0,-0.3304530060878681,-0.46198322515374635,-1.7718496278759599e-07,1.7718496278759599e-07,,,,,
63,1,61,-1.4685408190772828,0.16118109588055304,0.03722009266026777,-0.02003623338041199,0.0,-0.329087967139432,-1.119416441372476,-1.7718496278722284e-07,1.7718496278722284e-07,,,,,
64,1,62,-1.242011752593336,0.1582214566980478,0.037090326006055406,-0.017602909581203707,0.0,-0.32943721370801815,-0.8949715159345611,-1.1336955312372667e-07,1.1336955312372667e-07,,,,,
65,1,63,-1.1013254001964585,0.15899070409578583,0.037355953746971995,-0.01664560320369189,0.0,-0.3287236206767833,-0.7559559991310206,-1.7718496278707313e-07,1.7718496278707313e-07,,,,,
66,1,64,-0.7381064841651657,0.1616517110178702,0.03765278245905782,-0.019276468337730005,0.0,-0.32793218660623813,-0.39089771586005967,-1.1336113782496424e-07,1.1336113782496424e-07,,,,,
67,1,65,-0.9136177797087782,0.16324389994215086,0.03645555498799585,-0.014874801256400026,0.0,-0.33116340016342416,-0.5675794011621762,-1.7712677785148827e-07,1.7712677785148827e-07,,,,,
68,1,66,-1.847288691622535,0.16262437578349928,0.036854082535221086,-0.017694870527239913,0.0,-0.33007617448854876,-1.4995174695250486,-1.7708169773509305e-07,1.7708169773509305e-07,,,,,
69,1,67,-0.7528408985295315,0.1616921785195242,0.03665318568379441,-0.010985142496666158,0.0,-0.33062276502457777,-0.41123287767600103,-1.1333228655150821e-07,1.1333228655150821e-07,,,,,
70,1,68,-1.2231195693455794,0.15967472318516188,0.03653242067316475,-0.008624931271259661,0.0,-0.3309527802450373,-0.8835417444597294,-1.1336955312372788e-07,1.1336955312372788e-07,,,,,
71,1,69,-0.636782830601591,0.15927211723514814,0.03754840042621436,-0.013510023068176563,0.0,-0.3282097868243964,-0.29506284362732027,-1.7708169773588844e-07,1.7708169773588844e-07,,,,,
72,1,70,-0.6122907701717748,0.1627448570441238,0.03762972775394037,-0.017266734230860954,0.0,-0.3279934334836446,-0.26703048908771615,-1.1336955312369829e-07,1.1336955312369829e-07,,,,,
73,1,71,-0.6268289804512234,0.16323071819190196,0.03701627794748506,-0.015259651346100963,0.0,-0.3296370503781547,-0.28193210160018983,-1.7712677785135552e-07,1.7712677785135552e-07,,,,,
74,1,72,-0.5586652866305344,0.16276299445632572,0.03738704966065184,-0.019339757347813572,0.0,-0.328640415341159,-0.2106849368016351,-1.771399267547372e-07,1.771399267547372e-07,,,,,
75,1,73,-2.356009648141571,0.1634689277841959,0.036716804362539594,-0.016627335420137605,0.0,-0.3304493509066069,-2.0089327846748994,-1.771399267549237e-07,1.771399267549237e-07,,,,,
76,1,74,-0.7608958935945626,0.16437674711888536,0.036128397709731926,-0.010701030481784281,0.0,-0.3320648404049221,-0.4181299093383031,-1.1336955312401836e-07,1.1336955312401836e-07,,,,,
77,1,75,-1.6256069401887014,0.1635526035174322,0.03704842940968528,-0.015574477365512429,0.0,-0.3295502327906936,-1.2804820529507976,-1.77081697734338e-07,1.77081697734338e-07,,,,,
78,1,76,-0.4606047477525123,0.16610817250412815,0.03649910875383151,-0.01393187536796074,0.0,-0.33104400388411026,-0.11562869137366344,-1.771267778516369e-07,1.771267778516369e-07,,,,,
79,1,77,-0.7056126841791158,0.1653925981312163,0.03672565621479134,-0.016112291330356784,0.0,-0.3304252460191177,-0.35907496974794356,-1.7708169773490565e-07,1.7708169773490565e-07,,,,,
80,1,78,-2.215922642578561,0.16570745545265111,0.036847932063570704,-0.016834431525347193,0.0,-0.330092864140254,-1.8689951698312621,-1.7708169773546014e-07,1.7708169773546014e-07,,,,,
81,1,79,-1.1010879810205638,0.16440844526843448,0.036777435028976145,-0.01553327519163382,0.0,-0.330284361022247,-0.7552702314743966,-1.1333228655087524e-07,1.1333228655087524e-07,,,,,
82,1,80,-1.516280985191659,0.16574674169511325,0.036372272655219785,-0.01435718626777702,0.0,-0.3313921041759755,-1.1705315176662088,-1.770816977355545e-07,1.770816977355545e-07,,,,,
83,1,81,-1.907793193271898,0.1623522933166894,0.03661229960952426,-0.016456169841393826,0.0,-0.33073437272709555,-1.5606024735634818,-1.7713992675495452e-07,1.7713992675495452e-07,,,,,
84,1,82,-0.7087414202709262,0.16416464722478066,0.035949099757139655,-0.013863190006369768,0.0,-0.3325623419933266,-0.3623157110862671,-1.771849627870591e-07,1.771849627870591e-07,,,,,
85,1,83,-1.4666947298450104,0.16656830678732024,0.03632430740716037,-0.01500213448620621,0.0,-0.3315240606873082,-1.120168421301943,-1.1336955312377148e-07,1.1336955312377148e-07,,,,,
86,1,84,-0.6343341481224078,0.1683306583385001,0.03541748901781651,-0.011890250178297588,0.0,-0.33405213065487627,-0.28839165389085786,-1.1339837618296701e-07,1.1339837618296701e-07,,,,,
87,1,85,-1.2582146575251074,0.1641407975860633,0.03571896809745441,-0.011388197136008993,0.0,-0.33320454161026136,-0.9136218054092841,-1.1336955312409097e-07,1.1336955312409097e-07,,,,,
88,1,86,-2.004450763043018,0.1665995583767186,0.03656017048927748,-0.015041328998290701,0.0,-0.3308768517337628,-1.6585324689414112,-1.1336955312376698e-07,1.1336955312376698e-07,,,,,
89,1,87,-1.1112972992418686,0.1680294922342679,0.03601730443797432,-0.013228045334757636,0.0,-0.33237280131358915,-0.7656962755118241,-1.7708169773640365e-07,1.7708169773640365e-07,,,,,
90,1,88,-2.1711896292106028,0.16506525593860719,0.036850104687808305,-0.01486191904788734,0.0,-0.3300869682836602,-1.8262406285467685,-1.1333228655088378e-07,1.1333228655088378e-07,,,,,
91,1,89,-2.235773320102903,0.16673249482716382,0.036267794353007615,-0.012922021662386237,0.0,-0.3316797567127393,-1.8911713646009995,-1.7712677785115988e-07,1.7712677785115988e-07,,,,,
92,1,90,-0.48833306195189696,0.16148064566182593,0.03710257176025534,-0.015040630863603405,0.0,-0.3294042040141449,-0.14388811374186214,-1.1333228655051968e-07,1.1333228655051968e-07,,,,,
93,1,91,-0.9650563254763957,0.16371674076326884,0.03618324875224788,-0.009717877165503163,0.0,-0.331913137218265,-0.6234251340109299,-1.7708169773648563e-07,1.7708169773648563e-07,,,,,
